payment_id,order_id,payment_method,amount,payment_date,payment_status
PAY-0003418,ORD-0003418,Credit Card,1226.23,10/04/2024,Failed
PAY-0006326,ORD-0006326,PayPal,310.16,2024-12-18,Completed
PAY-0008387,ORD-0008387,Credit Card,16564.96,2025-07-24,Completed
PAY-0005327,ORD-0005327,Debit Card,3084.46,2026-01-05,Completed
PAY-0008669,ORD-0008669,Credit Card,2267.85,2026-04-05,Completed
PAY-0003799,ORD-0003799,PayPal,1413.35,2026-06-10,Completed
PAY-0003336,ORD-0003336,Credit Card,119.65,2026-03-23,Failed
PAY-0004036,ORD-0004036,Gift Card,1086.84,2025-10-30,Pending
PAY-0007398,ORD-0007398,PayPal,3100.15,2026-07-21,Refunded
PAY-0007954,ORD-0007954,Debit Card,2512.48,2026-04-12,Completed
PAY-0002165,ORD-0002165,Credit Card,933.27,2025-11-25,Completed
PAY-0001977,ORD-0001977,Credit Card,1110.14,2025-05-02,Completed
PAY-0008540,ORD-0008540,Debit Card,28.47,2024-11-18,Refunded
PAY-0009064,ORD-0009064,Gift Card,3894.26,2026-09-05,Completed
PAY-0000329,ORD-0000329,PayPal,1200.71,2026-02-08,Failed
PAY-0008716,ORD-0008716,Credit Card,2191.68,2025-08-28,Pending
PAY-0004104,ORD-0004104,Credit Card,1525.62,2026-06-09,Completed
PAY-0004752,ORD-0004752,Credit Card,1435.3,2025-03-15,Failed
PAY-0007878,ORD-0007878,Debit Card,3285.86,2025-05-26,Pending
PAY-0001529,ORD-0001529,Debit Card,2207.68,2026-07-01,Failed
PAY-0002270,ORD-0002270,Credit Card,15.68,2025-08-14,Refunded
PAY-0000648,ORD-0000648,PayPal,857.96,2026-08-20,Completed
PAY-0002713,ORD-0002713,Debit Card,108798.85,2024-11-26,Completed
PAY-0000631,ORD-0000631,Debit Card,678.72,2025-12-24,Pending
PAY-0009509,ORD-0009509,Debit Card,1575.09,2026-08-19,Completed
PAY-0010658,ORD-0010658,Debit Card,1320.44,2026-07-05,Completed
PAY-0003828,ORD-0003828,Debit Card,465.0,2026-07-02,Completed
PAY-0011190,ORD-0011190,PayPal,1271.02,2026-06-15,Failed
PAY-0005472,ORD-0005472,PayPal,1259.45,2024-08-06,Failed
PAY-0001178,ORD-0001178,PayPal,n/a,2026-01-19,Completed
PAY-0003245,ORD-0003245,Credit Card,3071.05,2025-10-12,Completed
PAY-0009595,ORD-0009595,Credit Card,3995.79,2026-08-08,Failed
PAY-0000996,ORD-0000996,Debit Card,1703.38,2026-04-16,Completed
PAY-0009141,ORD-0009141,Credit Card,1332.13,2025-11-22,Completed
PAY-0006379,ORD-0006379,Credit Card,1345.38,2025-04-15,Pending
PAY-0011714,ORD-0011714,Debit Card,1001.79,2026-07-21,Failed
PAY-0003372,ORD-0003372,Credit Card,25.72,2026-01-25,Completed
PAY-0010803,ORD-0010803,Credit Card,1742.92,2024-06-08,Refunded
PAY-0005777,ORD-0005777,Credit Card,1826.9,2024-12-26,Failed
PAY-0000335,ORD-0000335,Credit Card,215.24,2025-09-11,Completed
PAY-0008226,ORD-0008226,Bank Transfer,799.43,2024-12-24,Refunded
PAY-0004611,ORD-0004611,Debit Card,3696.88,2026-07-27,Pending
PAY-0005526,ORD-0005526,Credit Card,201.31,2024-08-08,Completed
PAY-0009992,ORD-0009992,Debit Card,1354.4,2026-02-12,Failed
PAY-0011078,ORD-0011078,Credit Card,675.6,2024-11-13,Completed
PAY-0008349,ORD-0008349,Credit Card,577.46,2026-03-11,Refunded
PAY-0011719,ORD-0011719,Debit Card,256.94,2026-02-28,Completed
PAY-0001394,ORD-0001394,Credit Card,1510.31,2026-03-13,Completed
PAY-0008294,ORD-0008294,Gift Card,1465.02,2026-05-07,Completed
PAY-0002509,ORD-0002509,PayPal,4160.83,2026-03-12,Completed
PAY-0003076,ORD-0003076,Credit Card,3896.34,2024-11-01,Completed
PAY-0011527,ORD-0011527,Gift Card,482.96,2025-04-05,Refunded
PAY-0007825,ORD-0007825,Credit Card,43.86,2025-12-15,Completed
PAY-0008596,ORD-0008596,PayPal,912.68,2026-06-17,Failed
PAY-0008494,ORD-0008494,Credit Card,379.04,2026-01-06,Completed
PAY-0000919,ORD-0000919,PayPal,4342.7,2025-05-19,Completed
PAY-0007918,ORD-0007918,PayPal,2293.84,2026-02-03,Failed
PAY-0010964,ORD-0010964,Debit Card,845.24,2025-05-27,Completed
PAY-0002422,ORD-0002422,Gift Card,2787.84,2025-12-14,Completed
PAY-0005402,ORD-0005402,Credit Card,-1420.44,2026-01-08,Completed
PAY-0009953,ORD-0009953,Credit Card,7072.36,2026-07-07,Refunded
PAY-0009608,ORD-0925345,Credit Card,3466.62,2025-11-28,Completed
PAY-0002836,ORD-0002836,Gift Card,88.56,2025-03-22,Completed
PAY-0009239,ORD-0009239,Debit Card,1487.32,2026-05-21,Completed
PAY-0004527,ORD-0004527,,12366.59,2024-03-01,Completed
PAY-0009007,ORD-0009007,Debit Card,2482.17,2026-07-20,Completed
PAY-0006511,ORD-0006511,Debit Card,1188.79,2025-07-30,Completed
PAY-0001811,ORD-0001811,,4667.78,2024-09-05,Completed
PAY-0009806,ORD-0009806,Gift Card,562.88,2025-03-28,Completed
PAY-0000922,ORD-0000922,PayPal,225.87,2026-03-06,Completed
PAY-0001788,ORD-0001788,Gift Card,1643.05,2025-03-27,Completed
PAY-0000595,ORD-0000595,PayPal,881.03,2026-04-10,Completed
PAY-0007004,ORD-0007004,Credit Card,2143.5,2025-09-03,Completed
PAY-0010699,ORD-0010699,Debit Card,487.96,2026-04-12,Refunded
PAY-0002328,ORD-0002328,Gift Card,2760.71,2025-07-24,Completed
PAY-0003467,ORD-0003467,Debit Card,2443.76,2026-06-07,Pending
PAY-0006598,ORD-0006598,Debit Card,2543.68,2024-04-19,Completed
PAY-0009584,ORD-0009584,Debit Card,381.61,2026-07-06,Completed
PAY-0002802,ORD-0002802,Credit Card,1534.43,2025-04-09,Completed
PAY-0003016,ORD-0003016,Credit Card,149.72,2026-05-26,Completed
PAY-0010804,ORD-0010804,PayPal,5092.93,2026-05-02,Refunded
PAY-0003374,ORD-0003374,Credit Card,108.47,2026-04-19,Refunded
PAY-0001656,ORD-0001656,PayPal,92.21,2025-10-23,Pending
PAY-0004009,ORD-0004009,Credit Card,192.37,2025-03-06,Failed
PAY-0011371,ORD-0011371,Credit Card,2447.95,2025-03-06,Completed
PAY-0002797,ORD-0002797,,575.16,2025-11-07,Completed
PAY-0000945,ORD-0000945,PayPal,5224.52,2026-01-30,Completed
PAY-0009304,ORD-0009304,Bank Transfer,1395.68,2026-07-31,Completed
PAY-0008486,ORD-0008486,Debit Card,4440.76,2026-07-16,Completed
PAY-0006438,ORD-0006438,Debit Card,2808.68,2025-11-12,Completed
PAY-0011241,ORD-0011241,PayPal,1540.13,2024-06-26,Failed
PAY-0000400,ORD-0000400,Debit Card,2922.15,2026-06-06,Refunded
PAY-0008011,ORD-0008011,Credit Card,260116.27,2026-04-29,Failed
PAY-0002534,ORD-0002534,Debit Card,361.85,2026-07-27,Completed
PAY-0006712,ORD-0006712,Gift Card,2451.46,2026-07-27,Completed
PAY-0011550,ORD-0011550,Credit Card,1219.98,2026-05-27,Completed
PAY-0004774,ORD-0004774,Gift Card,1166.62,2026-07-31,Failed
PAY-0004275,ORD-0004275,Credit Card,783.73,2024-08-03,Pending
PAY-0004858,ORD-0004858,Credit Card,622.84,2025-06-24,Completed
PAY-0003275,ORD-0003275,Credit Card,3121.76,2026-08-13,Completed
PAY-0010596,ORD-0010596,Debit Card,721.11,2025-12-10,Failed
PAY-0002974,ORD-0928843,Credit Card,5561.63,2025-10-01,Completed
PAY-0001526,ORD-0001526,Credit Card,2214.6,2025-01-26,Completed
PAY-0010553,ORD-0010553,Credit Card,1358.34,2026-08-24,Completed
PAY-0007146,ORD-0007146,Credit Card,291.42,2026-05-13,Failed
PAY-0002705,ORD-0002705,Credit Card,1104.21,2026-04-13,Completed
PAY-0004377,ORD-0004377,PayPal,1349.34,2026-07-27,Completed
PAY-0008489,ORD-0008489,Gift Card,1398.54,2026-07-04,Completed
PAY-0010548,ORD-0010548,Debit Card,2817.6,2026-03-30,Completed
PAY-0005096,ORD-0005096,Credit Card,2711.35,2026-03-11,Completed
PAY-0007559,ORD-0007559,Bank Transfer,721.7,2026-02-09,Completed
PAY-0011869,ORD-0011869,PayPal,502.13,2025-07-20,Pending
PAY-0001889,ORD-0001889,Credit Card,125.66,2025-12-29,Failed
PAY-0008072,ORD-0008072,Credit Card,1074.31,2026-08-25,Completed
PAY-0006880,ORD-0006880,Debit Card,1727.05,2026-08-20,Failed
PAY-0003622,ORD-0929704,Credit Card,521.56,2026-08-18,Pending
PAY-0006393,ORD-0006393,PayPal,734.99,2026-06-06,Completed
PAY-0000453,ORD-0000453,Gift Card,484.4,2026-08-16,Refunded
PAY-0005057,ORD-0005057,PayPal,83786.77,12/05/2025,Failed
PAY-0002584,ORD-0002584,Credit Card,3062.54,2024-06-19,Completed
PAY-0004873,ORD-0995828,PayPal,777.3,2026-05-03,Completed
PAY-0000906,ORD-0000906,Debit Card,1173.6,2025-08-17,Completed
PAY-0001802,ORD-0001802,Credit Card,763.4,2025-08-20,Pending
PAY-0009270,ORD-0009270,Bank Transfer,-762.18,2026-03-11,Failed
PAY-0007596,ORD-0007596,PayPal,3295.71,2025-08-12,Completed
PAY-0009377,ORD-0009377,Bank Transfer,241.88,2026-08-13,Completed
PAY-0002135,ORD-0002135,Gift Card,2710.62,2025-03-13,Completed
PAY-0003563,ORD-0003563,Credit Card,4007.5,2026-04-01,Refunded
PAY-0002969,ORD-0002969,PayPal,1983.7,2024-12-16,Completed
PAY-0000018,ORD-0000018,PayPal,2152.91,2026-09-01,Failed
PAY-0004322,ORD-0004322,Credit Card,456.22,2026-07-04,Completed
PAY-0009189,ORD-0942216,Debit Card,289126.75,2026-09-03,Completed
PAY-0011646,ORD-0011646,Debit Card,1206.12,2024-07-28,Completed
PAY-0003627,ORD-0003627,Gift Card,2405.05,2025-12-30,Refunded
PAY-0008088,ORD-0008088,Credit Card,909.71,2026-08-15,Failed
PAY-0005640,ORD-0005640,Bank Transfer,4208.16,2026-07-16,Completed
PAY-0010620,ORD-0010620,Debit Card,2842.2,2026-08-28,Completed
PAY-0010936,ORD-0010936,Credit Card,1584.03,2026-07-21,Pending
PAY-0003925,ORD-0003925,Credit Card,2231.42,"December 14, 2024",Pending
PAY-0003839,ORD-0003839,Gift Card,714.98,2026-09-07,Failed
PAY-0011510,ORD-0011510,,-1472.77,10/18/2025,Refunded
PAY-0004912,ORD-0004912,Gift Card,1859.64,2026-01-14,Pending
PAY-0011893,ORD-0011893,Debit Card,585.42,2026-07-22,Completed
PAY-0011092,ORD-0011092,Debit Card,2809.02,2025-07-01,Completed
PAY-0003588,ORD-0003588,Debit Card,364.78,2024-12-17,Completed
PAY-0002094,ORD-0002094,Debit Card,4309.55,2026-02-26,Completed
PAY-0002075,ORD-0002075,Debit Card,1289.67,2025-01-18,Completed
PAY-0007444,ORD-0007444,Credit Card,152.38,13-Nov-2025,Failed
PAY-0004697,ORD-0004697,Debit Card,1857.09,2026-08-12,Completed
PAY-0006704,ORD-0006704,Credit Card,826.59,2025-03-19,Refunded
PAY-0007803,ORD-0007803,Credit Card,430.77,2024-07-19,Completed
PAY-0004463,ORD-0004463,Credit Card,723.94,2026-07-26,Completed
PAY-0009640,ORD-0009640,Credit Card,56.82,2024-10-11,Completed
PAY-0001195,ORD-0001195,PayPal,3059.7,2026-04-27,Completed
PAY-0011565,ORD-0011565,Debit Card,2421.33,2026-08-19,Completed
PAY-0008552,ORD-0008552,Gift Card,1080.57,2026-04-07,Failed
PAY-0003537,ORD-0003537,Credit Card,2769.0,2026-01-20,Refunded
PAY-0002533,ORD-0002533,Gift Card,3003.62,2026-07-10,Completed
PAY-0005627,ORD-0005627,Bank Transfer,2500.01,2026-04-23,Completed
PAY-0005483,ORD-0005483,PayPal,2371.17,2026-04-24,Refunded
PAY-0008383,ORD-0008383,Debit Card,2532.02,2025-11-23,Completed
PAY-0005131,ORD-0005131,,663.81,2026-07-03,Completed
PAY-0010065,ORD-0010065,Debit Card,688.11,2026-08-27,Completed
PAY-0000560,ORD-0000560,Credit Card,1049.66,2026-04-30,Completed
PAY-0002841,ORD-0002841,Debit Card,192.04,2026-06-27,Completed
PAY-0007235,ORD-0007235,Credit Card,415.86,2025-09-12,Completed
PAY-0010953,ORD-0010953,Debit Card,278.91,2026-07-10,Completed
PAY-0003970,ORD-0003970,Credit Card,78930.49,2025-09-04,Completed
PAY-0008140,ORD-0008140,Credit Card,739.72,2025-07-01,Completed
PAY-0000613,ORD-0000613,PayPal,3037.17,2026-08-23,Completed
PAY-0000778,ORD-0936742,Credit Card,6116.24,2025-01-18,Refunded
PAY-0008763,ORD-0008763,Credit Card,3331.77,2025-04-12,Completed
PAY-0000849,ORD-0000849,Credit Card,$2703.63,2026-03-09,Completed
PAY-0008354,ORD-0008354,Bank Transfer,1291.48,2026-09-05,Completed
PAY-0006945,ORD-0006945,Bank Transfer,1380.64,2026-07-05,Completed
PAY-0008700,ORD-0008700,Credit Card,308.33,2025-12-26,Completed
PAY-0005469,ORD-0946662,Credit Card,2243.09,2025-10-28,Completed
PAY-0007463,ORD-0007463,Credit Card,413.71,2024-07-30,Pending
PAY-0004200,ORD-0004200,,3257.84,2024-10-22,Failed
PAY-0005462,ORD-0005462,Credit Card,111.39,2026-07-07,Completed
PAY-0010813,ORD-0010813,Credit Card,2647.75,2025-02-26,Completed
PAY-0011299,ORD-0011299,PayPal,74.14,2026-01-30,Completed
PAY-0008948,ORD-0008948,Credit Card,702.32,2026-07-02,Completed
PAY-0002754,ORD-0002754,Debit Card,2258.5,2025-04-05,Completed
PAY-0010248,ORD-0010248,Credit Card,1850.19,2026-05-21,Completed
PAY-0002003,ORD-0002003,Debit Card,192.95,2026-08-24,Failed
PAY-0002159,ORD-0002159,Gift Card,1115.2,2025-06-26,Refunded
PAY-0002128,ORD-0002128,Debit Card,-1206.92,2026-09-05,Completed
PAY-0003018,ORD-0003018,PayPal,2119.35,2026-08-15,Completed
PAY-0009282,ORD-0009282,PayPal,1343.01,2026-06-04,Completed
PAY-0005530,ORD-0005530,PayPal,1064.56,2025-02-22,Completed
PAY-0011620,ORD-0011620,Credit Card,82.88,28-Aug-2026,Completed
PAY-0001008,ORD-0001008,Credit Card,214.91,2026-08-20,Completed
PAY-0005695,ORD-0005695,Gift Card,853.54,2024-02-24,Completed
PAY-0000303,ORD-0000303,Credit Card,122.13,2025-03-14,Completed
PAY-0003766,ORD-0003766,Debit Card,1242.51,2026-01-18,Completed
PAY-0004363,ORD-0004363,PayPal,900.97,2024-07-31,Completed
PAY-0007987,ORD-0007987,Credit Card,2149.2,2024-10-29,Completed
PAY-0010745,ORD-0010745,,558.18,2026-06-29,Completed
PAY-0000947,ORD-0000947,Debit Card,1146.08,2024-07-09,Completed
PAY-0009382,ORD-0009382,Credit Card,135.65,2026-06-29,Pending
PAY-0007232,ORD-0007232,Debit Card,1698.94,2026-08-08,Pending
PAY-0008439,ORD-0008439,Debit Card,4092.4,2026-08-04,Completed
PAY-0009211,ORD-0009211,Credit Card,1477.48,2025-12-08,Pending
PAY-0005992,ORD-0005992,PayPal,124310.26,2024-11-13,Completed
PAY-0003273,ORD-0003273,PayPal,4649.35,2025-05-24,Completed
PAY-0000973,ORD-0000973,Debit Card,127.05,2026-02-20,Completed
PAY-0010565,ORD-0010565,PayPal,1733.92,2024-10-09,Completed
PAY-0010043,ORD-0010043,Credit Card,1560.5,2026-07-25,Completed
PAY-0008111,ORD-0008111,PayPal,1310.66,2025-10-29,Completed
PAY-0002441,ORD-0002441,Credit Card,559.38,2026-02-02,Completed
PAY-0004882,ORD-0004882,PayPal,1932.5,2025-10-12,Pending
PAY-0006857,ORD-0006857,Credit Card,1090.87,2025-12-31,Completed
PAY-0001784,ORD-0001784,Debit Card,306.39,2026-03-27,Completed
PAY-0007319,ORD-0007319,Credit Card,2777.15,2026-08-25,Refunded
PAY-0008016,ORD-0008016,Gift Card,870.59,2025-05-15,Completed
PAY-0011318,ORD-0011318,PayPal,5583.18,2025-09-13,Completed
PAY-0004319,ORD-0004319,PayPal,206.24,2025-11-15,Completed
PAY-0006101,ORD-0006101,Credit Card,152.28,2026-02-12,Refunded
PAY-0010482,ORD-0010482,Credit Card,489.16,04-May-2026,Completed
PAY-0000837,ORD-0000837,Credit Card,369.59,2026-05-08,Completed
PAY-0002458,ORD-0002458,Gift Card,4348.42,2026-06-07,Completed
PAY-0011896,ORD-0011896,,567.24,2026-06-18,Failed
PAY-0009657,ORD-0009657,Gift Card,1108.5,2026-03-25,Completed
PAY-0005274,ORD-0966005,PayPal,3552.6,2026-04-19,Failed
PAY-0009191,ORD-0009191,PayPal,574.2,2026-06-10,Completed
PAY-0005820,ORD-0005820,Credit Card,395.5,2026-07-01,Completed
PAY-0004344,ORD-0004344,Credit Card,1190.08,2026-03-31,Pending
PAY-0009498,ORD-0009498,Debit Card,1293.63,2026-08-12,Completed
PAY-0010444,ORD-0010444,Gift Card,332.91,2025-10-01,Completed
PAY-0006475,ORD-0006475,Bank Transfer,1469.1,2025-12-08,Completed
PAY-0007241,ORD-0007241,Debit Card,948.03,2026-03-24,Completed
PAY-0002434,ORD-0002434,Credit Card,754.29,28-Aug-2026,Failed
PAY-0009661,ORD-0009661,PayPal,170.92,2024-12-27,Failed
PAY-0010120,ORD-0010120,Gift Card,740.61,2025-10-20,Pending
PAY-0008834,ORD-0008834,Credit Card,1185.23,2026-06-14,Pending
PAY-0006653,ORD-0006653,Gift Card,126.31,2026-06-02,Pending
PAY-0006622,ORD-0981499,Credit Card,3250.71,2025-09-21,Failed
PAY-0005587,ORD-0005587,Credit Card,2037.12,2025-11-01,Completed
PAY-0004804,ORD-0004804,Gift Card,6921.63,2026-05-25,Completed
PAY-0003095,ORD-0003095,Gift Card,-466.64,2025-03-11,Completed
PAY-0003884,ORD-0003884,Debit Card,229.36,2025-02-13,Completed
PAY-0009846,ORD-0009846,Debit Card,694.43,2025-01-29,Pending
PAY-0008236,ORD-0008236,Debit Card,2159.8,2026-01-04,Completed
PAY-0003591,ORD-0003591,Debit Card,3231.85,2025-10-11,Failed
PAY-0008789,ORD-0008789,Debit Card,2542.36,2026-08-11,Completed
PAY-0006111,ORD-0006111,Credit Card,1871.58,2024-11-22,Completed
PAY-0011496,ORD-0011496,Debit Card,4406.2,2026-07-01,Pending
PAY-0003690,ORD-0003690,Credit Card,834.3,2026-03-21,Completed
PAY-0010688,ORD-0010688,PayPal,673.94,2026-05-22,Failed
PAY-0002775,ORD-0002775,PayPal,957.54,2026-08-12,Completed
PAY-0010502,ORD-0010502,PayPal,535.33,2024-08-23,Failed
PAY-0011545,ORD-0011545,PayPal,1706.62,2026-09-05,Completed
PAY-0002476,ORD-0002476,Debit Card,372.78,2025-05-08,Completed
PAY-0010841,ORD-0010841,Credit Card,5377.04,2026-06-09,Completed
PAY-0001413,ORD-0001413,Bank Transfer,3583.62,2026-08-06,Failed
PAY-0005296,ORD-0005296,PayPal,$3125.39,2026-02-22,Failed
PAY-0000341,ORD-0000341,Gift Card,1021.09,2025-08-31,Completed
PAY-0007176,ORD-0007176,PayPal,894.39,03-Apr-2026,Completed
PAY-0011100,ORD-0011100,PayPal,2024.0,2025-08-13,Completed
PAY-0006842,ORD-0006842,Credit Card,1603.92,2025-05-02,Completed
PAY-0007436,ORD-0007436,PayPal,2535.72,2026-05-27,Completed
PAY-0007574,ORD-0007574,Credit Card,3539.4,2026-07-17,Completed
PAY-0000854,ORD-0000854,Credit Card,434.13,"November 18, 2025",Failed
PAY-0000616,ORD-0000616,PayPal,2463.98,2025-07-26,Completed
PAY-0008287,ORD-0008287,Debit Card,1443.61,2026-06-03,Completed
PAY-0000106,ORD-0000106,PayPal,773.62,2025-05-08,Failed
PAY-0008413,ORD-0008413,Credit Card,5524.83,2025-10-17,Refunded
PAY-0008914,ORD-0008914,Credit Card,267.9,2026-05-14,Completed
PAY-0003274,ORD-0003274,Credit Card,1204.99,2025-12-10,Completed
PAY-0007427,ORD-0007427,Gift Card,2037.92,2025-04-30,Completed
PAY-0010051,ORD-0010051,Credit Card,$2005.51,2025-09-23,Failed
PAY-0006595,ORD-0006595,Credit Card,2994.72,2025-04-18,Completed
PAY-0007546,ORD-0007546,Gift Card,802.49,2026-02-07,Completed
PAY-0005978,ORD-0005978,Debit Card,649.93,2026-08-01,Completed
PAY-0008620,ORD-0008620,Gift Card,12.43,2025-04-30,Completed
PAY-0009918,ORD-0009918,PayPal,427.72,2026-05-04,Completed
PAY-0007643,ORD-0007643,Gift Card,108596.78,2025-05-23,Failed
PAY-0007929,ORD-0007929,Debit Card,175.74,06/20/2024,Completed
PAY-0002550,ORD-0002550,Credit Card,1252.75,2025-12-14,Completed
PAY-0001381,ORD-0001381,PayPal,5311.76,2025-10-19,Pending
PAY-0010025,ORD-0010025,Debit Card,374.21,2025-10-27,Completed
PAY-0002332,ORD-0002332,PayPal,1191.6,2025-10-06,Failed
PAY-0006051,ORD-0006051,Debit Card,1035.8,2026-09-03,Completed
PAY-0008576,ORD-0008576,Credit Card,1009.14,2025-04-05,Refunded
PAY-0009175,ORD-0009175,,2428.17,2024-10-30,Completed
PAY-0004917,ORD-0004917,Gift Card,1789.02,2026-04-09,Completed
PAY-0005387,ORD-0005387,PayPal,2647.82,2025-08-24,Completed
PAY-0006025,ORD-0907321,PayPal,533.78,2025-05-14,Completed
PAY-0005672,ORD-0005672,Debit Card,1028.56,2025-12-01,Completed
PAY-0006960,ORD-0006960,Debit Card,973.04,2026-08-05,Completed
PAY-0001705,ORD-0001705,Credit Card,1044.88,2026-02-22,Completed
PAY-0000233,ORD-0000233,Gift Card,3459.42,2026-04-09,Completed
PAY-0007160,ORD-0007160,Debit Card,616.37,2025-05-07,Completed
PAY-0006197,ORD-0006197,,2217.93,04/12/2026,Completed
PAY-0010003,ORD-0010003,Credit Card,3045.98,2026-02-18,Completed
PAY-0006705,ORD-0006705,Debit Card,3518.74,2026-06-24,Failed
PAY-0000803,ORD-0000803,PayPal,2565.19,2026-01-08,Completed
PAY-0008436,ORD-0008436,Debit Card,716.02,2024-06-10,Refunded
PAY-0004193,ORD-0004193,PayPal,216.14,2026-07-07,Completed
PAY-0007120,ORD-0007120,Bank Transfer,112170.23,2024-06-20,Failed
PAY-0000142,ORD-0000142,Debit Card,1301.08,"April 17, 2025",Completed
PAY-0000331,ORD-0000331,,776.65,2026-07-03,Failed
PAY-0000612,ORD-0000612,Debit Card,2805.1,2025-11-23,Completed
PAY-0010448,ORD-0010448,Debit Card,471.51,2026-09-05,Pending
PAY-0008564,ORD-0008564,Credit Card,469.76,2026-05-01,Completed
PAY-0002203,ORD-0002203,Debit Card,416.29,2025-09-19,Failed
PAY-0004600,ORD-0004600,PayPal,407.64,2024-05-04,Completed
PAY-0000993,ORD-0000993,Debit Card,915.54,2023-12-01,Completed
PAY-0005767,ORD-0005767,Debit Card,2738.84,2026-03-04,Pending
PAY-0002971,ORD-0002971,Credit Card,1504.7,2026-05-28,Completed
PAY-0004437,ORD-0004437,,5703.67,2026-09-06,Completed
PAY-0000695,ORD-0000695,Credit Card,663.03,2026-02-06,Completed
PAY-0009936,ORD-0009936,PayPal,466.71,2026-03-31,Refunded
PAY-0001576,ORD-0001576,,3076.12,2026-05-13,Completed
PAY-0007966,ORD-0007966,Debit Card,632.04,2026-08-25,Completed
PAY-0006814,ORD-0006814,Bank Transfer,2242.83,2024-12-24,Pending
PAY-0011321,ORD-0011321,Gift Card,1284.63,2025-09-09,Refunded
PAY-0012000,ORD-0012000,Bank Transfer,167.79,2026-08-13,Completed
PAY-0007554,ORD-0007554,Debit Card,810.44,2026-09-06,Failed
PAY-0006313,ORD-0006313,Debit Card,309.96,2026-03-05,Completed
PAY-0008230,ORD-0008230,Gift Card,2066.22,2026-07-28,Completed
PAY-0011287,ORD-0011287,Gift Card,1054.24,2026-07-09,Completed
PAY-0003655,ORD-0003655,Credit Card,890.38,2026-05-30,Completed
PAY-0001613,ORD-0001613,Credit Card,4098.24,2026-08-02,Completed
PAY-0008891,ORD-0008891,Credit Card,2939.52,2026-01-16,Completed
PAY-0011811,ORD-0011811,PayPal,1088.68,2024-11-11,Completed
PAY-0010828,ORD-0010828,Gift Card,2254.76,2026-04-10,Completed
PAY-0000964,ORD-0000964,Credit Card,908.27,2026-05-07,Completed
PAY-0005396,ORD-0005396,PayPal,3653.47,2026-07-15,Completed
PAY-0004328,ORD-0004328,Credit Card,1313.38,2026-02-06,Failed
PAY-0000390,ORD-0000390,Credit Card,1949.11,2025-09-16,Completed
PAY-0000373,ORD-0000373,PayPal,3791.54,2026-01-03,Failed
PAY-0003227,ORD-0003227,Debit Card,-3344.12,2026-04-01,Completed
PAY-0005433,ORD-0005433,Bank Transfer,4817.0,2024-11-02,Completed
PAY-0008946,ORD-0008946,Credit Card,707.28,2026-07-22,Pending
PAY-0003801,ORD-0003801,Debit Card,825.18,2025-09-21,Completed
PAY-0001143,ORD-0001143,PayPal,425.58,2026-08-25,Completed
PAY-0011602,ORD-0011602,Debit Card,5400.78,2026-07-20,Completed
PAY-0008780,ORD-0008780,Bank Transfer,4636.65,2026-06-28,Failed
PAY-0005053,ORD-0005053,Credit Card,3078.6,2025-06-08,Failed
PAY-0009197,ORD-0009197,PayPal,93.58,2025-03-31,Completed
PAY-0001004,ORD-0001004,Debit Card,1095.2,2026-06-02,Completed
PAY-0002204,ORD-0002204,Debit Card,646.55,2026-06-21,Completed
PAY-0007431,ORD-0007431,Credit Card,833.32,2026-03-12,Pending
PAY-0004115,ORD-0004115,Debit Card,4902.9,2026-08-19,Completed
PAY-0002912,ORD-0002912,Credit Card,1907.04,2026-04-03,Refunded
PAY-0007545,ORD-0007545,Credit Card,3230.24,2025-09-20,Completed
PAY-0007460,ORD-0007460,PayPal,1220.47,2026-07-05,Completed
PAY-0001234,ORD-0001234,Bank Transfer,3786.23,2026-07-10,Completed
PAY-0002514,ORD-0002514,Debit Card,1640.9,2025-08-18,Completed
PAY-0004504,ORD-0004504,Debit Card,609.65,18-May-2026,Failed
PAY-0008791,ORD-0008791,PayPal,765.06,2026-07-17,Refunded
PAY-0003952,ORD-0003952,PayPal,2542.82,2025-07-01,Refunded
PAY-0007399,ORD-0007399,Debit Card,2581.92,2026-07-30,Completed
PAY-0007493,ORD-0007493,PayPal,4200.88,2026-06-09,Completed
PAY-0005332,ORD-0005332,PayPal,155.98,2026-06-03,Completed
PAY-0004365,ORD-0004365,Debit Card,1187.76,2026-07-10,Completed
PAY-0007345,ORD-0994740,Debit Card,600.23,2026-07-14,Completed
PAY-0009542,ORD-0009542,PayPal,1898.98,2026-01-13,Completed
PAY-0007821,ORD-0007821,Debit Card,1682.36,2026-01-10,Completed
PAY-0003052,ORD-0003052,PayPal,554.53,2025-02-14,Completed
PAY-0002582,ORD-0002582,Credit Card,1436.0,2025-12-23,Completed
PAY-0011270,ORD-0011270,Debit Card,846.63,2025-07-21,Pending
PAY-0001581,ORD-0001581,Credit Card,372.43,2026-06-17,Completed
PAY-0011656,ORD-0011656,PayPal,319.02,2024-08-30,Completed
PAY-0003452,ORD-0003452,Gift Card,167.4,2025-08-22,Completed
PAY-0007548,ORD-0007548,Credit Card,3137.22,2026-07-22,Completed
PAY-0000578,ORD-0000578,Debit Card,709.85,2026-05-26,Completed
PAY-0001126,ORD-0001126,Debit Card,1948.21,2025-06-07,Completed
PAY-0004140,ORD-0004140,Credit Card,112.29,2024-12-19,Pending
PAY-0004795,ORD-0004795,Credit Card,4029.06,2026-08-14,Completed
PAY-0007874,ORD-0007874,Gift Card,393.78,2026-03-25,Failed
