order_id,customer_id,order_date,order_status,channel,shipping_city,shipping_state
ORD-0005051,CUST-002027,2025-11-10,Delivered,Web,Cooperhaven,TX
ORD-0001955,CUST-000777,2026-09-01,Returned,Web,Michaelside,OH
ORD-0010892,CUST-000478,2025-07-27,Processing,Mobile App,West Christina,FL
ORD-0001857,CUST-000867,2025-09-22,Placed,Mobile App,New Steven,OH
ORD-0000693,,2026-04-24,Placed,Web,Port Sherry,MI
ORD-0010708,CUST-001236,2024-10-22,Placed,In-Store,West Coryville,IL
ORD-0000866,CUST-000637,2026-07-14,Placed,Web,South Maryfurt,OH
ORD-0000860,CUST-000729,2026-05-28,Delivered,Marketplace,Port Francis,OH
ORD-0001411,CUST-001805,2025-08-19,Placed,Mobile App,West Drewhaven,TX
ORD-0007393,CUST-000103,2024-10-06,Delivered,In-Store,Stewartville,IL
ORD-0009749,CUST-000779,2026-01-21,Delivered,Web,Wrightview,WA
ORD-0001120,CUST-001667,2025-05-31,Delivered,Marketplace,Laurietown,CA
ORD-0003007,CUST-001807,2026-02-26,Delivered,Web,Millerview,OH
ORD-0005724,CUST-001078,2024-07-20,Placed,Web,Jamesfort,OH
ORD-0001189,CUST-000134,2024-04-30,Processing,Web,Hutchinsonberg,OH
ORD-0010477,CUST-002880,2026-07-18,Delivered,Web,Lake Alyssa,NY
ORD-0011394,CUST-001086,2024-07-02,Returned,Web,Holdershire,WA
ORD-0009842,CUST-001839,2026-03-31,Cancelled,Web,Jenniferstad,MI
ORD-0005266,CUST-000406,2025-03-10,Placed,Marketplace,Tonyafort,WA
ORD-0009961,CUST-001983,2025-06-24,Cancelled,In-Store,West Stephanie,OH
ORD-0009576,CUST-001042,2025-12-10,Placed,Mobile App,Carlbury,WA
ORD-0007840,CUST-000389,2024-01-04,Placed,Marketplace,New Melissa,GA
ORD-0004569,CUST-001938,2024-07-30,Placed,Marketplace,Nicholaschester,NY
ORD-0008136,CUST-002330,2024-11-21,Placed,Web,New David,OH
ORD-0006360,CUST-002136,2026-08-19,Delivered,Web,Millerton,WA
ORD-0011676,CUST-001877,2025-06-15,Delivered,Web,Joanneville,IL
ORD-0003844,CUST-000448,2026-08-02,Cancelled,Web,Staceyfurt,OH
ORD-0006020,CUST-001414,2025-07-28,Delivered,Web,West Derektown,CA
ORD-0009196,CUST-000137,2026-07-24,Delivered,Mobile App,Thomashaven,GA
ORD-0007071,CUST-000571,2026-02-16,Processing,Web,,GA
ORD-0003929,,2025-09-05,Shipped,Web,West Nicoleshire,NC
ORD-0011689,CUST-000055,2026-06-17,Delivered,Marketplace,Kyleville,FL
ORD-0003411,CUST-001478,2026-04-04,Processing,Web,South Frankport,NY
ORD-0009100,CUST-002196,2026-08-13,Placed,Web,East Joseph,CA
ORD-0008066,CUST-002769,2025-12-04,Delivered,Web,New Christopherborough,NY
ORD-0003652,,2026-06-11,Shipped,Web,,WA
ORD-0000897,CUST-002310,2025-12-04,Cancelled,Mobile App,North Sean,CA
ORD-0005463,CUST-002306,2026-08-13,Delivered,Web,Port Lisa,NY
ORD-0004811,CUST-001959,2025-12-21,Placed,Marketplace,Gilmoreville,TX
ORD-0004639,CUST-001911,2025-11-13,Processing,Mobile App,Patriciachester,PA
ORD-0007989,CUST-001082,2026-06-21,Delivered,Web,,CA
ORD-0002548,CUST-001287,2025-07-26,Shipped,Mobile App,New Mollyview,WA
ORD-0006415,CUST-002432,2025-06-06,Placed,Web,West Nicholas,NC
ORD-0008380,CUST-000836,2025-01-10,Delivered,Web,West Jamesfurt,PA
ORD-0011728,CUST-001362,2026-06-29,Shipped,Mobile App,East Lisaview,NY
ORD-0002189,CUST-000881,2026-03-02,Delivered,Mobile App,Jessicaland,OH
ORD-0005467,CUST-000564,2025-11-11,Shipped,In-Store,Garciamouth,MI
ORD-0008134,CUST-000229,2026-02-09,Processing,Web,South Adrian,AZ
ORD-0008609,CUST-002162,2025-11-17,Shipped,Marketplace,Port Dana,MI
ORD-0002546,CUST-001776,2026-08-15,Delivered,Web,Burnettmouth,WA
ORD-0003110,CUST-002512,2026-01-14,Placed,Web,Lake Debra,TX
ORD-0008606,CUST-002242,2026-07-17,Cancelled,Mobile App,Spenceport,MI
ORD-0011046,CUST-002149,2026-05-18,Cancelled,Mobile App,North Kayleemouth,NC
ORD-0008997,CUST-002527,2026-06-03,Delivered,Mobile App,East Jamesfort,GA
ORD-0009696,CUST-002333,2026-06-15,Shipped,Mobile App,North Michaelburgh,WA
ORD-0008612,CUST-001046,2026-03-14,Placed,Mobile App,West Donaldchester,NC
ORD-0007316,CUST-001355,2026-03-30,Shipped,Web,Deborahberg,OH
ORD-0005087,CUST-000924,2025-07-06,Returned,Mobile App,Antonioburgh,CA
ORD-0007574,CUST-002683,2026-07-14,Placed,Mobile App,Charleston,IL
ORD-0003005,CUST-001546,2026-07-20,Placed,Mobile App,Johnsonshire,NY
ORD-0011072,,2026-03-25,Shipped,Mobile App,Vanessaview,MI
ORD-0008482,CUST-002160,2025-09-11,Placed,In-Store,Edwardsberg,TX
ORD-0010810,CUST-002264,2026-01-22,Delivered,Mobile App,North James,PA
ORD-0007778,CUST-000264,2026-07-03,Returned,Mobile App,Heidiburgh,AZ
ORD-0002831,CUST-002023,2026-03-12,Processing,Mobile App,,TX
ORD-0005181,CUST-002175,2025-06-27,Shipped,In-Store,North Dustin,PA
ORD-0000498,CUST-001711,2025-12-28,Shipped,Web,Port Gailmouth,FL
ORD-0009798,CUST-002044,2024-11-15,Delivered,Mobile App,North Mary,NY
ORD-0003940,CUST-002234,2025-03-04,Processing,Web,East Scott,FL
ORD-0006813,CUST-001511,2026-06-06,Placed,Mobile App,North Thomas,NY
ORD-0007382,CUST-001525,2025-11-25,Delivered,Mobile App,South Charlesborough,FL
ORD-0000456,CUST-001380,2025-10-20,Delivered,Mobile App,Lake Vanessa,WA
ORD-0003575,CUST-002317,2025-12-11,sHIPPED,In-Store,Port Kevinmouth,AZ
ORD-0006436,CUST-000550,2026-04-30,Delivered,Mobile App,New Jenniferport,MI
ORD-0004257,CUST-002817,2026-07-22,Processing,In-Store,East Sarahland,GA
ORD-0000336,CUST-002984,2026-07-29,Shipped,Web,West Jeffreystad,WA
ORD-0010770,CUST-002012,2026-06-11,Delivered,Mobile App,Tylerfort,TX
ORD-0011986,CUST-921012,2025-11-26,Delivered,Web,North Anthonyfort,IL
ORD-0008908,CUST-002723,2026-09-02,Delivered,Mobile App,Lisaside,MI
ORD-0003792,CUST-002416,2025-11-29,Delivered,Mobile App,Grossport,GA
ORD-0005099,CUST-000179,2026-02-14,Delivered,Mobile App,South Lisaland,AZ
ORD-0000577,CUST-002478,2025-11-14,Shipped,Mobile App,East Jameschester,WA
ORD-0000231,CUST-000236,2025-04-11,Cancelled,Web,East Shannontown,PA
ORD-0005621,CUST-000916,2026-07-31,Delivered,Web,North Davidborough,CA
ORD-0007828,CUST-001208,2026-08-04,Cancelled,Mobile App,North Karenland,FL
ORD-0010705,CUST-000991,2026-03-13,Placed,Web,Petersonhaven,MI
ORD-0009583,CUST-002530,2026-08-08,Shipped,Web,,CA
ORD-0004735,CUST-002977,2024-08-13,Delivered,Web,Port Heatherland,PA
ORD-0010473,CUST-002385,2025-10-11,Processing,Web,Blackbury,MI
ORD-0000141,CUST-001645,2025-07-10,Delivered,Web,Brianside,FL
ORD-0000442,CUST-001474,2026-05-09,Placed,Marketplace,Reedtown,WA
ORD-0009868,CUST-002808,2024-08-07,Delivered,Mobile App,West Christinatown,CA
ORD-0009313,CUST-001097,2026-08-02,Placed,Marketplace,Benjaminfurt,OH
ORD-0004124,CUST-001784,2025-09-10,Returned,Marketplace,West Jeremyview,MI
ORD-0004732,CUST-001417,2026-08-06,Shipped,Web,Morachester,TX
ORD-0004853,CUST-000730,2026-07-11,Shipped,Mobile App,Lake Bryanfort,MI
ORD-0005090,CUST-002946,2025-06-02,Placed,Mobile App,Simpsonland,CA
ORD-0011341,CUST-000155,2024-10-26,Delivered,Mobile App,South Stevenstad,OH
ORD-0005715,CUST-001518,2026-09-05,Returned,Web,Jonathonton,AZ
ORD-0008754,CUST-001863,2026-07-23,Cancelled,Web,Lake Nataliefort,AZ
ORD-0005082,CUST-000758,2024-09-17,Shipped,Web,West Karenville,MI
ORD-0004992,CUST-001431,2026-02-19,pLACED,Web,Williamland,CA
ORD-0006209,CUST-001017,2025-08-25,Placed,Web,Amandamouth,NY
ORD-0007094,CUST-000686,2026-05-03,Shipped,Marketplace,Barbaraborough,GA
ORD-0003310,CUST-002907,08/20/2026,Shipped,Web,Berryberg,GA
ORD-0011608,CUST-001798,2024-05-19,Shipped,Marketplace,Kimhaven,CA
ORD-0005691,CUST-002494,2026-07-22,Processing,Web,Leeport,AZ
ORD-0009813,CUST-002279,2026-07-07,cANCELLED,Marketplace,North Donaldshire,NC
ORD-0001797,CUST-001212,2026-01-24,Delivered,Mobile App,Brianstad,PA
ORD-0004151,CUST-000061,2026-09-02,Processing,Mobile App,Port Amanda,WA
ORD-0002791,CUST-002009,2026-06-12,Returned,Web,Sarahburgh,FL
ORD-0011540,CUST-002284,2025-09-13,Delivered,Marketplace,East Johnnyland,TX
ORD-0001621,CUST-000169,2026-08-08,Delivered,Mobile App,Lake Brandonborough,TX
ORD-0007317,CUST-000973,2026-09-04,Delivered,In-Store,Hilltown,WA
ORD-0002723,CUST-002190,2026-07-12,Delivered,Web,Lake Johnny,NC
ORD-0005260,CUST-002621,2026-08-03,Placed,Web,Lake David,WA
ORD-0005961,CUST-002045,2024-02-24,Placed,Mobile App,Matthewfort,FL
ORD-0004573,CUST-002061,2026-02-24,Placed,Web,Andersonborough,MI
ORD-0001933,CUST-002567,2025-05-08,Shipped,Marketplace,Lake Dominique,MI
ORD-0000280,CUST-000136,2024-08-10,Placed,Marketplace,Port Arielland,IL
ORD-0003768,CUST-000452,2026-08-05,Delivered,Web,Port Nancybury,NC
ORD-0010538,CUST-002683,2025-10-31,Placed,Mobile App,Williamsview,PA
ORD-0010329,CUST-001605,2026-04-18,Shipped,Marketplace,Holmesfort,NY
ORD-0004764,CUST-001356,2026-07-21,Processing,Mobile App,Katiemouth,AZ
ORD-0009656,CUST-001702,2024-07-11,Cancelled,Web,,NY
ORD-0000150,CUST-001030,15-Apr-2026,Shipped,Mobile App,Fernandeztown,WA
ORD-0003138,CUST-000064,2025-05-03,Placed,Mobile App,East Brandon,WA
ORD-0009581,CUST-002351,2025-07-16,Delivered,Marketplace,South Danielle,OH
ORD-0000252,CUST-000103,2025-01-02,Delivered,Mobile App,East Christinaview,CA
ORD-0000506,CUST-002084,2025-08-09,Processing,Web,Georgeshire,CA
ORD-0006762,CUST-000933,2026-01-07,Processing,Marketplace,Michellemouth,TX
ORD-0005897,CUST-920110,2026-06-14,Placed,Web,Allenborough,NY
ORD-0001734,CUST-002160,2026-06-30,Delivered,Marketplace,North Jasontown,OH
ORD-0002701,CUST-001158,2026-06-27,Processing,Marketplace,West Ryanland,TX
ORD-0002609,CUST-002605,2025-06-07,Delivered,Web,Lake Stephaniefort,NC
ORD-0003042,CUST-002880,2026-03-19,Placed,Mobile App,Georgeborough,OH
ORD-0008266,CUST-002990,2025-10-02,Returned,In-Store,West Tanya,PA
ORD-0007262,CUST-000683,2026-03-14,delivered,Mobile App,East Rhonda,PA
ORD-0011116,CUST-002943,2025-10-06,Delivered,Web,East Paul,IL
ORD-0011651,CUST-000962,2026-08-16,Processing,Marketplace,Port Briana,OH
ORD-0000454,CUST-002730,2026-04-27,Shipped,Web,Robertschester,MI
ORD-0001904,CUST-001665,2025-06-10,Delivered,Web,South Ashley,CA
ORD-0011547,CUST-002609,2026-08-27,Placed,In-Store,West Danielport,NY
ORD-0007917,CUST-002799,2026-05-17,Delivered,Marketplace,,MI
ORD-0002190,CUST-000317,2026-07-16,Shipped,Web,Benjaminfurt,WA
ORD-0002450,CUST-001553,2026-04-18,Placed,Web,Richardfurt,CA
ORD-0011442,CUST-002704,2025-06-22,Placed,Web,North Michele,TX
ORD-0008946,CUST-000115,2026-07-20,Delivered,Web,Mccormickside,AZ
ORD-0001038,CUST-001304,08/14/2026,Delivered,In-Store,Mezamouth,IL
ORD-0003563,CUST-001456,2026-03-29,Delivered,Marketplace,Lake Stephanie,NC
ORD-0011847,CUST-002381,2025-03-22,Placed,Mobile App,Katieland,PA
ORD-0009149,CUST-001353,2026-07-29,Delivered,Mobile App,West Jamieburgh,AZ
ORD-0000721,CUST-002218,2026-07-12,Shipped,Mobile App,Cindyview,FL
ORD-0006724,CUST-002215,2026-04-14,Delivered,Web,Rosston,AZ
ORD-0009868,CUST-002808,2024-08-07,Returned,Mobile App,West Christinatown,CA
ORD-0005689,CUST-001494,2026-02-24,Shipped,Mobile App,East Claytonbury,AZ
ORD-0001886,CUST-000796,2026-01-04,Placed,Web,Mooreburgh,OH
ORD-0001025,CUST-002530,2025-09-24,Shipped,Web,North Kristamouth,OH
ORD-0009984,CUST-001845,2026-08-28,Cancelled,Mobile App,Lake Karenland,OH
ORD-0008680,CUST-000718,2025-04-08,Returned,Web,New Vanessa,OH
ORD-0007250,CUST-001800,2025-08-28,Delivered,Marketplace,Lambchester,WA
ORD-0003856,CUST-000050,2026-01-25,pROCESSING,Marketplace,Buckborough,PA
ORD-0006170,CUST-000815,2026-03-28,Shipped,Marketplace,Johnshire,CA
ORD-0010789,CUST-002436,2026-03-29,Processing,Marketplace,Lake Thomasshire,NY
ORD-0001595,CUST-001791,2026-06-23,Processing,Web,Kellymouth,IL
ORD-0005323,CUST-000186,2026-02-23,Delivered,Web,South Jennifertown,WA
ORD-0002132,CUST-002688,2026-06-23,Delivered,Mobile App,East Diana,TX
ORD-0000840,CUST-001914,"August 01, 2026",Delivered,Web,Gordonchester,TX
ORD-0010394,CUST-001698,2025-02-02,Cancelled,Mobile App,Bradleychester,IL
ORD-0000331,CUST-954222,2026-07-02,Cancelled,Web,Michaelborough,GA
ORD-0009469,CUST-000310,2026-06-12,Cancelled,Web,Morganfort,IL
ORD-0001741,CUST-002757,2024-02-28,Processing,Mobile App,Justinburgh,FL
ORD-0004738,CUST-000665,2025-10-29,Delivered,Mobile App,Gordonmouth,NC
ORD-0011137,CUST-001569,2026-02-20,Shipped,Marketplace,West Jeffrey,NC
ORD-0011306,CUST-001448,2026-03-19,Shipped,Marketplace,Margaretbury,NY
ORD-0003542,CUST-001392,2026-09-05,Delivered,Marketplace,Ashleyview,MI
ORD-0003337,CUST-000968,2024-09-16,Delivered,Marketplace,Clarkmouth,MI
ORD-0007104,CUST-001631,2026-08-07,Delivered,Web,East Jordanchester,TX
ORD-0005186,CUST-000800,2026-09-05,Shipped,Marketplace,East Kristina,PA
ORD-0006507,CUST-000920,2026-01-19,Delivered,In-Store,,MI
ORD-0002647,CUST-000024,2026-07-03,Shipped,Mobile App,Clarkshire,NC
ORD-0004754,CUST-001821,2026-05-15,pLACED,Marketplace,Rachelmouth,TX
ORD-0001665,CUST-001718,2026-06-02,Returned,Web,Valerieport,TX
ORD-0003613,CUST-000937,2026-04-08,Delivered,Marketplace,Lucasport,PA
ORD-0007704,CUST-000320,2025-11-13,Shipped,Marketplace,Brendaland,TX
ORD-0008728,CUST-001856,2025-01-05,Processing,Web,East Rebecca,NC
ORD-0009258,CUST-000562,2026-06-26,SHIPPED,Mobile App,Hernandezmouth,AZ
ORD-0007777,CUST-000454,2025-10-15,Processing,In-Store,Bartlettshire,MI
ORD-0004167,CUST-001706,02/03/2026,delivered,Web,Wardburgh,CA
ORD-0011090,CUST-002634,2026-08-26,Placed,In-Store,Beverlystad,IL
ORD-0006995,CUST-002943,2026-04-21,Returned,Mobile App,Fishermouth,FL
ORD-0010398,CUST-000025,2026-09-02,Processing,Web,Cookton,WA
ORD-0003064,CUST-001841,2026-07-09,Delivered,In-Store,Jerryberg,IL
ORD-0001731,CUST-001777,2026-01-07,Delivered,Marketplace,West Ericaside,WA
ORD-0009133,CUST-000905,2026-05-23,Placed,Web,East Danielburgh,GA
ORD-0005752,CUST-002027,2025-11-07,Delivered,Marketplace,New Theresa,NY
ORD-0000878,CUST-000579,2025-03-21,DELIVERED,Mobile App,Tracyport,NY
ORD-0002031,CUST-001742,2024-07-15,Delivered,Mobile App,Muellerton,NC
ORD-0006669,CUST-002881,2026-08-14,Placed,Web,Greenmouth,MI
ORD-0006150,CUST-002823,2025-10-10,DELIVERED,Web,Robinbury,WA
ORD-0011881,CUST-001114,2026-01-13,Delivered,Mobile App,Larrytown,AZ
ORD-0011206,CUST-981520,2025-05-11,Processing,Mobile App,Port Samantha,CA
ORD-0006379,CUST-000452,2025-04-14,Shipped,Marketplace,Russellside,NC
ORD-0000430,CUST-002310,2025-09-19,Delivered,Mobile App,South Tracifort,CA
ORD-0006903,CUST-000268,2025-08-22,Shipped,Mobile App,Dennishaven,MI
ORD-0006059,CUST-000340,2026-09-05,Shipped,Web,West Katiefort,TX
ORD-0008880,CUST-001109,2025-09-28,Placed,Web,Annettefort,TX
ORD-0006815,CUST-002571,2026-03-31,Cancelled,Marketplace,South James,IL
ORD-0000181,CUST-001632,2024-09-09,Shipped,Marketplace,West Reginald,PA
ORD-0007101,CUST-002205,2026-01-06,Delivered,Mobile App,Aaronfort,TX
ORD-0002661,CUST-000891,2025-02-27,Delivered,Marketplace,Lake Jessica,IL
ORD-0003636,CUST-003000,2026-04-04,Placed,Mobile App,Nicholasfurt,OH
ORD-0010848,CUST-000649,2025-11-17,Shipped,Web,Paynefurt,NY
ORD-0011289,CUST-002588,2026-01-05,Cancelled,Web,Garrettside,GA
ORD-0004861,CUST-001675,2026-07-05,Shipped,Mobile App,Bradleymouth,PA
ORD-0007707,CUST-002672,2026-03-18,Delivered,Mobile App,New Matthew,AZ
ORD-0011669,CUST-002532,2026-06-14,Delivered,Web,Sethborough,NC
ORD-0008210,CUST-000658,2025-05-23,Cancelled,Mobile App,North David,CA
ORD-0003102,CUST-000827,2026-03-04,Shipped,Marketplace,West Jenniferton,GA
ORD-0001455,CUST-000345,2026-08-14,Processing,Web,Shawnville,IL
ORD-0000271,,2024-05-05,Delivered,Mobile App,,AZ
ORD-0004444,CUST-000378,"November 07, 2025",Delivered,Web,South Justinmouth,AZ
ORD-0002820,CUST-000599,2026-09-01,Delivered,Marketplace,South Michael,NC
ORD-0005340,CUST-000713,2025-05-21,Returned,Web,East Joy,MI
ORD-0008755,CUST-001108,2024-04-12,Processing,Web,Nicoleberg,CA
ORD-0000722,CUST-001696,2026-02-19,Delivered,Web,New Bradleytown,PA
ORD-0003333,CUST-001770,2025-02-13,Processing,Web,New Beckyville,PA
ORD-0007589,CUST-002669,2025-04-30,DELIVERED,Mobile App,Johnsonland,WA
ORD-0005419,CUST-001065,2026-08-10,Shipped,Mobile App,,NY
ORD-0007290,CUST-001164,2026-09-05,Returned,Web,Port Scott,NC
ORD-0006275,CUST-001855,2025-10-28,Shipped,Web,New Rachel,CA
ORD-0004789,CUST-000628,2026-03-08,Delivered,Mobile App,Arnoldchester,GA
ORD-0007614,CUST-002826,2024-09-26,Delivered,Mobile App,New Leslieside,NC
ORD-0011249,CUST-002112,2026-09-01,Delivered,Web,Port Haley,WA
ORD-0000969,CUST-002444,2025-10-08,Processing,Web,South Brandonstad,OH
ORD-0007235,CUST-002408,2025-09-09,SHIPPED,Mobile App,West Christopher,PA
ORD-0005540,CUST-996370,2026-03-20,Delivered,Marketplace,South Ronald,FL
ORD-0008601,CUST-002845,2026-05-20,Shipped,Mobile App,Pinedashire,CA
ORD-0008463,CUST-001599,2025-06-27,Shipped,Web,New Martin,OH
ORD-0001667,CUST-001697,2025-04-30,Delivered,Marketplace,,PA
ORD-0007604,CUST-002766,2026-08-06,Delivered,Mobile App,New Stevenview,MI
ORD-0004591,CUST-001437,2024-05-16,Shipped,Mobile App,Madisonbury,AZ
ORD-0008548,CUST-000891,2025-08-16,Delivered,Mobile App,East Heatherville,GA
ORD-0010599,CUST-001397,2025-06-22,Delivered,Marketplace,Haleyhaven,NC
ORD-0009190,CUST-000318,2024-01-19,Delivered,Mobile App,North Rebeccabury,AZ
ORD-0008870,CUST-002387,12/24/2024,Placed,Web,North Christianside,PA
ORD-0003632,,2026-07-26,Shipped,Web,Lake Josephtown,WA
ORD-0011272,CUST-001642,2026-03-05,Delivered,Mobile App,South Jamesville,OH
ORD-0007645,CUST-969260,2024-03-22,Delivered,Mobile App,Jeremyville,FL
ORD-0010120,CUST-001138,2025-10-19,Processing,Web,South Aaronchester,OH
ORD-0000073,CUST-001337,2025-12-05,Cancelled,Mobile App,North Tamiville,NY
ORD-0005741,CUST-002658,2026-03-04,Cancelled,Web,East Laurahaven,MI
ORD-0007730,CUST-001581,2026-05-29,Shipped,Web,New Davidton,PA
ORD-0003572,CUST-000185,2026-06-07,Shipped,Mobile App,Jamesside,AZ
ORD-0004228,CUST-002241,2026-06-02,Placed,Mobile App,South Christophershire,FL
ORD-0006339,CUST-000473,2026-04-06,Processing,Mobile App,New Tracyfurt,OH
ORD-0002759,CUST-000589,2026-04-29,Delivered,Web,Seanshire,PA
ORD-0009168,CUST-000295,2025-11-14,Placed,Web,Lake Craig,AZ
ORD-0002676,CUST-000987,2026-05-21,Shipped,Mobile App,Castilloborough,FL
ORD-0000684,CUST-000512,2026-08-19,Processing,Web,North Harrystad,NC
ORD-0000299,CUST-001321,02-Dec-2024,Cancelled,Web,Lake Richardborough,CA
ORD-0011228,CUST-002687,2026-06-24,Placed,Mobile App,Jamesbury,WA
ORD-0001146,CUST-001324,2026-01-04,Returned,Marketplace,Bennettshire,CA
ORD-0009614,CUST-001720,2025-03-31,Delivered,Web,West Theresa,WA
ORD-0005941,CUST-002117,2026-08-22,Shipped,Marketplace,New Ryanshire,AZ
ORD-0009525,CUST-001715,2024-07-17,Returned,Web,Robertborough,TX
ORD-0001324,CUST-913367,2026-03-17,Placed,Mobile App,Lake Lauren,NC
ORD-0007935,CUST-000306,"May 06, 2026",Delivered,Mobile App,Castillochester,MI
ORD-0007909,CUST-002628,2026-07-03,Processing,Marketplace,Hintonside,GA
ORD-0007864,CUST-001601,2026-02-14,Returned,Mobile App,Lake Gabriellefurt,OH
ORD-0002576,CUST-000013,2025-10-29,Shipped,Marketplace,Shannontown,GA
ORD-0008955,CUST-000678,2025-05-19,Placed,Web,Davidchester,AZ
ORD-0010509,CUST-000541,2026-04-01,Delivered,Web,Port Theresaside,PA
ORD-0001659,CUST-000556,2025-08-29,Shipped,Mobile App,East Jeremy,AZ
ORD-0011573,CUST-001734,09/15/2025,Delivered,In-Store,North Melissa,FL
ORD-0004981,CUST-002531,2026-08-05,Cancelled,In-Store,Port Troychester,PA
ORD-0005172,CUST-001340,2026-08-23,Delivered,Mobile App,West Sheilamouth,WA
ORD-0007582,CUST-002887,2025-11-05,Delivered,Marketplace,Travistown,NY
ORD-0000281,CUST-001705,09/02/2026,Shipped,Marketplace,Port Cassandratown,NY
ORD-0011698,CUST-001029,2026-05-03,Delivered,Mobile App,Lawrenceland,TX
ORD-0009413,CUST-000078,2026-03-17,Placed,In-Store,,OH
ORD-0002447,CUST-001749,2026-01-11,Delivered,Marketplace,Thompsontown,AZ
ORD-0001723,CUST-001066,2025-02-01,Processing,Mobile App,Guzmanmouth,AZ
ORD-0004572,CUST-002742,2026-08-12,Shipped,Web,North Jeremystad,NC
ORD-0010724,CUST-001248,2026-04-20,Shipped,Web,North Anne,PA
ORD-0000286,CUST-000032,2025-03-10,Delivered,Web,Vanessabury,OH
ORD-0001979,CUST-000543,2024-10-24,Cancelled,Web,East Amy,TX
ORD-0010482,,2026-05-02,Placed,Web,Jacksonton,MI
ORD-0002326,CUST-000898,2026-06-24,Delivered,Marketplace,New Jacob,IL
ORD-0011345,CUST-002913,2024-07-20,Delivered,Web,Michealburgh,AZ
ORD-0002243,,2025-07-01,Shipped,Mobile App,Mcmillanburgh,WA
ORD-0003946,CUST-002519,2025-09-26,Processing,Web,South Peterstad,OH
ORD-0004267,CUST-000721,2026-01-10,Placed,Mobile App,Annetteburgh,GA
ORD-0010321,CUST-002427,2025-12-05,Cancelled,Web,Cindyside,NC
ORD-0000987,CUST-001252,2024-12-28,Delivered,Web,Alyssaside,FL
ORD-0009000,CUST-000357,2025-06-23,Delivered,Web,Michaelberg,TX
ORD-0006322,CUST-001985,2026-08-15,Delivered,In-Store,West Margaretville,MI
ORD-0006439,CUST-002511,2026-08-27,Processing,Marketplace,Thomasfort,MI
ORD-0001962,CUST-002258,2025-12-21,Shipped,Mobile App,Lake Alyssa,OH
ORD-0005153,CUST-000842,2025-12-18,Shipped,Mobile App,Joshuaberg,CA
ORD-0001802,CUST-002368,2025-08-18,Processing,Marketplace,Lake Tanyashire,TX
ORD-0004541,CUST-001204,2026-06-14,Placed,Mobile App,West Maryville,PA
ORD-0004319,CUST-002379,2025-11-14,Delivered,Web,Lake Lindseyburgh,GA
ORD-0006413,CUST-000386,2026-08-27,Delivered,In-Store,New Rickfort,CA
ORD-0003349,CUST-002804,2026-07-29,Shipped,Web,Lake Isabella,NC
ORD-0006657,CUST-000236,2025-10-29,Shipped,Mobile App,Lake Kiara,OH
ORD-0005119,CUST-000437,2026-03-06,Shipped,Mobile App,Connerburgh,CA
ORD-0008931,CUST-002626,2025-10-16,Shipped,Mobile App,Sarahaven,PA
ORD-0000502,CUST-002098,2025-04-05,Shipped,Mobile App,New Jessica,WA
ORD-0008885,CUST-002056,2025-12-25,Processing,Mobile App,Port Josephfort,TX
ORD-0011820,CUST-002849,2026-06-30,Delivered,In-Store,Garciaberg,CA
ORD-0006352,CUST-002763,2025-10-07,Delivered,Web,Marcusfort,PA
ORD-0011859,CUST-002434,2026-07-18,Shipped,Web,,NY
ORD-0000790,CUST-002020,2024-12-06,Placed,Mobile App,Vincentport,NC
ORD-0008079,CUST-001803,2026-06-25,Delivered,Web,Loriberg,IL
ORD-0000594,CUST-000878,2024-12-08,Delivered,Mobile App,Mooreborough,OH
ORD-0002931,CUST-002848,2026-07-12,Returned,Web,Lake Carlside,NY
ORD-0009063,CUST-001062,2025-10-08,Processing,Mobile App,New Matthew,CA
ORD-0000418,CUST-001780,2024-05-23,Processing,In-Store,East Michaelmouth,TX
ORD-0007098,CUST-001251,2025-11-20,Placed,Marketplace,Anitachester,WA
ORD-0005275,CUST-000856,2026-04-20,Delivered,Mobile App,Wilsonview,GA
ORD-0011083,CUST-000295,2026-01-15,Processing,Web,Jeffreyview,MI
ORD-0008936,CUST-002798,2026-08-30,Placed,Web,Brianburgh,OH
ORD-0007877,CUST-000854,12/14/2024,CANCELLED,Mobile App,Smithfort,CA
ORD-0010907,CUST-001061,2026-08-08,Delivered,Marketplace,North Sean,GA
ORD-0000925,CUST-002635,2026-07-23,sHIPPED,Mobile App,West Melissa,AZ
ORD-0005584,CUST-000522,2026-08-22,Placed,Web,Taylorbury,OH
ORD-0007322,CUST-002344,2025-07-15,Placed,Web,Scottborough,PA
ORD-0010370,CUST-001697,2026-08-07,Placed,Mobile App,New Michaelburgh,IL
ORD-0007657,CUST-002560,2026-08-24,Delivered,Web,West Sara,GA
ORD-0001383,CUST-000200,2026-03-10,Placed,Mobile App,Judyfort,GA
ORD-0011645,CUST-002602,2026-03-04,Processing,Mobile App,Jordanton,MI
ORD-0001362,CUST-002035,2025-08-24,Cancelled,Web,New Kevin,CA
ORD-0005118,CUST-001549,2025-03-21,Delivered,Marketplace,South Angelaside,OH
ORD-0005227,CUST-001340,2026-08-03,Shipped,Mobile App,East Joan,AZ
ORD-0002262,CUST-000940,2025-07-09,Returned,Web,East Mary,GA
ORD-0011350,CUST-000014,2025-06-25,Delivered,Mobile App,Colemanview,GA
ORD-0006019,CUST-000735,2026-08-29,Processing,Web,Deniseborough,FL
ORD-0004104,CUST-002813,2026-06-08,Shipped,Web,Morganborough,OH
