order_item_id,order_id,product_id,quantity,unit_price,discount_pct
OI-0004346,ORD-0002324,PROD-00110,1,303.33,0.0
OI-0012704,ORD-0006792,PROD-00050,3,115.2,0.0
OI-0003921,ORD-0002096,PROD-00202,3,587.59,0.0
OI-0012800,ORD-0006843,PROD-955078,1,79.88,0.0
OI-0008045,ORD-0004303,PROD-00074,1,555.15,0.0
OI-0014760,ORD-0007881,PROD-00253,1,298.34,0.0
OI-0008717,ORD-0004652,PROD-00112,1,132.49,0.0
OI-0004589,ORD-0002461,PROD-00039,1,207.09,0.0
OI-0000605,ORD-0000328,PROD-00052,3,483.85,0.0
OI-0015786,ORD-0008418,PROD-00142,1,553.54,0.0
OI-0005063,ORD-0002706,PROD-00099,3,113.25,0.05
OI-0019723,ORD-0010524,PROD-00028,2,324.2,0.0
OI-0003735,ORD-0002007,PROD-00135,2,466.81,0.0
OI-0017512,ORD-0009343,PROD-00076,5,384.31,0.0
OI-0004225,ORD-0002257,PROD-00210,2,655.2,0.1
OI-0018503,ORD-0009885,PROD-00131,3,243.79,0.0
OI-0014086,ORD-0007529,PROD-00198,1,615.3,0.0
OI-0005905,ORD-0003157,PROD-00101,2,107.52,0.2
OI-0007464,ORD-0003989,PROD-00239,3,564.41,0.0
OI-0021137,ORD-0011298,PROD-00203,5,460.31,0.0
OI-0006232,ORD-0003327,PROD-00049,2,263.5,0.0
OI-0006187,ORD-0003306,PROD-00208,2,584.42,0.0
OI-0014094,ORD-0007532,PROD-00154,1,115.05,0.05
OI-0000216,ORD-0000118,PROD-00213,2,918.88,0.1
OI-0021509,ORD-0011493,PROD-00285,2,207.78,0.0
OI-0009811,ORD-0005226,PROD-00030,5,131.13,0.0
OI-0022337,ORD-0011921,PROD-989101,5,645.9,0.0
OI-0000720,ORD-0000395,PROD-00253,-4.0,296.13,0.0
OI-0010516,ORD-0005606,PROD-00223,2,502.77,0.0
OI-0022369,ORD-0011941,PROD-00197,1,387.2,0.0
OI-0008399,ORD-0004480,PROD-00286,1,$610.46,0.0
OI-0018354,ORD-0009803,PROD-00282,1,655.04,0.0
OI-0013486,ORD-0007212,PROD-00154,1,111.82,0.0
OI-0013879,ORD-0007426,PROD-00084,4,425.95,0.0
OI-0018734,ORD-0010002,PROD-00092,1,262.85,0.0
OI-0014870,ORD-0007946,PROD-00237,5,691.86,0.05
OI-0006962,ORD-0003717,PROD-00002,2,428.01,0.05
OI-0019309,ORD-0010312,PROD-00172,1,8953.95,0.0
OI-0020430,ORD-0010900,PROD-00253,1,286.51,0.0
OI-0021476,ORD-0011474,PROD-00101,4,114.92,0.2
OI-0014781,ORD-0007894,PROD-00197,$3,372.39,0.0
OI-0019720,ORD-0010522,PROD-00044,1,301.18,0.0
OI-0000054,ORD-0000029,PROD-00290,1,589.56,0.1
OI-0020555,ORD-0010972,PROD-00172,2,353.44,0.2
OI-0019952,ORD-0010648,PROD-00185,2,556.48,0.0
OI-0013601,ORD-0965591,PROD-00198,1,584.64,0.0
OI-0020513,ORD-0010949,PROD-00188,-1.0,375.93,0.0
OI-0004744,ORD-0002540,PROD-00110,3,289.47,0.0
OI-0003279,ORD-0001764,PROD-00095,1,590.21,0.15
OI-0022088,ORD-0011793,PROD-00151,1,79.84,0.1
OI-0004651,ORD-0002494,PROD-00192,3,613.41,0.0
OI-0015239,ORD-0008131,PROD-00257,2,419.19,0.0
OI-0007119,ORD-0003799,PROD-00076,2,372.98,0.0
OI-0007039,ORD-0003758,PROD-00135,4,457.4,0.1
OI-0003558,ORD-0001916,PROD-00112,5,132.34,0.05
OI-0013872,ORD-0007422,PROD-00141,3,211.19,0.0
OI-0022314,ORD-0011906,PROD-00123,4,627.45,0.0
OI-0003455,ORD-0001861,PROD-00021,2.36,31.43,0.1
OI-0011965,ORD-0006396,PROD-00281,3,13.23,0.0
OI-0007189,ORD-0003837,PROD-00044,4,-308.56,0.0
OI-0001392,ORD-0000754,PROD-00038,4,652.39,0.0
OI-0020153,ORD-0010752,PROD-00142,3,550.04,0.0
OI-0010988,ORD-0005853,PROD-00050,4,109.37,0.05
OI-0003073,ORD-0001654,PROD-00028,4,354.28,0.0
OI-0009976,ORD-0005309,PROD-00296,1,374.53,0.0
OI-0019008,ORD-0010148,PROD-00196,2,320.05,0.1
OI-0005520,ORD-0002952,PROD-00274,1,676.44,0.1
OI-0016833,ORD-0008985,PROD-00239,1,544.44,0.1
OI-0014856,ORD-0007938,PROD-00138,1,276.66,0.0
OI-0000756,ORD-0000410,PROD-00001,1,96.95,0.0
OI-0015256,ORD-0008140,PROD-00003,--,739.72,0.0
OI-0008599,ORD-0004591,PROD-00044,3,315.64,0.0
OI-0001949,ORD-0001055,PROD-00058,5,412.16,0.0
OI-0012986,ORD-0006946,PROD-00233,1,603.98,0.1
OI-0004257,ORD-0002271,PROD-00282,3,663.91,0.0
OI-0013211,ORD-0007065,PROD-00211,4,884.45,0.0
OI-0003730,ORD-0002002,PROD-00079,4,140.21,0.0
OI-0020306,ORD-0010841,PROD-950496,1,141.84,0.0
OI-0010472,ORD-0005578,PROD-998103,1,442.17,0.0
OI-0012653,ORD-0006766,PROD-00173,1,337.86,0.15
OI-0009100,ORD-0004851,PROD-00177,2,310.15,0.2
OI-0004857,ORD-0002599,PROD-00005,1,745.19,0.0
OI-0021629,ORD-0011551,PROD-00250,1,367.68,0.0
OI-0012008,ORD-0006425,PROD-00288,3,462.04,0.1
OI-0012495,ORD-0006686,PROD-00164,5,400.15,0.0
OI-0008093,ORD-0004327,PROD-00049,2,265.67,0.0
OI-0017215,ORD-0009185,PROD-00193,1,278.21,0.0
OI-0020390,ORD-0010882,PROD-00011,4abc,12.02,0.0
OI-0015296,ORD-0008160,PROD-00043,1,689.05,0.0
OI-0000564,ORD-0000307,PROD-00086,1,874.59,0.0
OI-0018418,ORD-0009837,PROD-00075,2,432.96,0.05
OI-0002331,ORD-0001258,PROD-00132,2,677.33,0.0
OI-0009683,ORD-0005154,PROD-00164,3,406.03,0.1
OI-0010705,ORD-0005712,PROD-00285,5,203.35abc,0.05
OI-0008008,ORD-0004284,PROD-00076,1,382.35,0.0
OI-0020717,ORD-0956415,PROD-00044,5,315.31,0.0
OI-0019934,ORD-0010638,PROD-00020,2,200.59,0.0
OI-0003443,ORD-0001854,PROD-00262,unknown,658.99,0.0
OI-0013319,ORD-0007121,PROD-00279,4,484.8,0.0
OI-0004271,ORD-0002280,PROD-00224,1,130.84,0.0
OI-0010839,ORD-0005781,PROD-00006,1,499.01,0.0
OI-0004855,ORD-0002598,PROD-00058,2,39443.1,0.0
OI-0019676,ORD-0010497,PROD-00178,1,92.6,0.05
OI-0012559,ORD-0006715,PROD-00147,5,140.69,0.0
OI-0019080,ORD-0010189,PROD-00296,3,389.45,0.0
OI-0015993,ORD-0008528,PROD-00163,5,265.89,0.0
OI-0014143,ORD-0007559,PROD-00284,1,273.88,0.0
OI-0003004,ORD-0001614,PROD-00255,4,18.04,0.1
OI-0013401,ORD-0963547,PROD-00267,2,676.67,0.05
OI-0016908,ORD-0009023,PROD-00202,3,588.06,0.0
OI-0000020,ORD-0000009,PROD-00227,1,723.01,0.15
OI-0006199,ORD-0003312,PROD-00281,2,13.63,0.0
OI-0003286,ORD-0001767,PROD-00086,2,862.35,0.1
OI-0006714,ORD-0003585,PROD-00045,3,248.05,0.0
OI-0009960,ORD-0005300,PROD-00299,1,462.15,0.0
OI-0016072,ORD-0008571,PROD-00096,4,755.19,0.05
OI-0008250,ORD-0004404,PROD-00205,1,111.96,0.05
OI-0004568,ORD-0002449,PROD-00179,2,509.49,0.0
OI-0008489,ORD-0004534,PROD-00268,4,623.53,0.0
OI-0020258,ORD-0010818,PROD-00086,4,845.67,0.0
OI-0001749,ORD-0000944,PROD-991548,2,244.12,0.0
OI-0006917,ORD-0003694,PROD-00081,1,344.6,0.2
OI-0018869,ORD-0010074,PROD-00212,5,55.78,0.0
OI-0019682,ORD-0010501,PROD-00205,4,$109.27,0.15
OI-0022327,ORD-0011912,PROD-00031,1,319.52,0.0
OI-0017799,ORD-0009499,PROD-00161,1,521.68,0.0
OI-0007114,ORD-0003796,PROD-00204,2,81.56,0.0
OI-0008471,ORD-0004524,PROD-00056,2,166.8,0.0
OI-0017843,ORD-0009524,PROD-00106,3,465.04,0.0
OI-0015340,ORD-0008182,PROD-00169,2,383.26,0.0
OI-0002783,ORD-0001495,PROD-915795,2,403.3,0.05
OI-0003946,ORD-0002108,PROD-00199,1,473.07,0.0
OI-0006640,ORD-0924828,PROD-00207,2,291.26,0.0
OI-0003512,ORD-0001892,PROD-00040,1,25.58,0.0
OI-0019185,ORD-0010247,PROD-00006,3.28,516.21,0.0
OI-0022301,ORD-0011900,PROD-00175,3,107.32,0.0
OI-0014424,ORD-0007705,PROD-00129,1,452.4,0.1
OI-0013931,ORD-0007455,PROD-00287,3,513.57,0.2
OI-0010369,ORD-0005527,PROD-00181,3,270.09,0.0
OI-0001509,ORD-0000813,PROD-00207,2,301.22,0.0
OI-0018702,ORD-0009988,PROD-00241,1,141.37,0.1
OI-0005969,ORD-0003189,PROD-00237,4,666.61,0.0
OI-0010533,ORD-0005613,PROD-00011,1,11.52,0.0
OI-0004474,ORD-0002398,PROD-00100,1,3869.26,0.0
OI-0022144,ORD-0011821,PROD-967008,4,471.05,0.0
OI-0020994,ORD-0011222,PROD-00227,5,722.76,0.05
OI-0000723,ORD-0000395,PROD-00064,2,332.93,0.0
OI-0014157,ORD-0007568,PROD-00064,1,350.07,0.0
OI-0003947,ORD-0002108,PROD-00274,1,638.35,0.15
OI-0002002,ORD-0001087,PROD-00099,1,113.04,0.0
OI-0010426,ORD-0005555,PROD-00056,1,169.85,0.05
OI-0021073,ORD-0011264,PROD-00171,4,746.69,0.0
OI-0003897,ORD-0002085,PROD-00004,1,356.69,0.2
OI-0015541,ORD-0008286,PROD-00284,4,295.66,0.0
OI-0006161,ORD-0945192,PROD-00206,3,724.17,0.0
OI-0001697,ORD-0000915,PROD-00232,3,109.63,0.0
OI-0015113,ORD-0008076,PROD-00036,3,93.43,0.0
OI-0001249,ORD-0000676,PROD-00196,2,319.75,0.05
OI-0012856,ORD-0006874,PROD-00138,1,268.84,0.0
OI-0020461,ORD-0010914,PROD-00095,1,557.95,0.0
OI-0014271,ORD-0007624,PROD-00095,null,562.07,0.0
OI-0000547,ORD-0000297,PROD-00097,3,560.81,0.0
OI-0022357,ORD-0011934,PROD-00130,3,412.71,0.0
OI-0012755,ORD-0006818,PROD-00175,1,110.63,0.0
OI-0000265,ORD-0000142,PROD-00229,2,n/a,0.0
OI-0018915,ORD-0010099,PROD-00016,2,233.59,0.1
OI-0022022,ORD-0011761,PROD-00208,3,542.61,0.0
OI-0012456,ORD-0006665,PROD-00022,3,55353.53,0.0
OI-0020927,ORD-0011185,PROD-00188,3,361.25,0.0
OI-0022261,ORD-0011876,PROD-00057,-2.0,91.02,0.05
OI-0016447,ORD-0008777,PROD-00166,1,525.98,0.0
OI-0019773,ORD-0010551,PROD-00180,2,723.92,0.0
OI-0007291,ORD-0003895,PROD-00233,1,626.33,0.0
OI-0021210,ORD-0011338,PROD-00053,3,470.34,0.0
OI-0014905,ORD-0007969,PROD-00014,3,128.7,0.0
OI-0005521,ORD-0002953,PROD-00125,1,347.64,0.0
OI-0011569,ORD-0006178,PROD-00081,4,349.65,0.0
OI-0006515,ORD-0003484,PROD-00052,2,503.78,0.0
OI-0004416,ORD-0002364,PROD-00056,2,176.13,0.0
OI-0003974,ORD-0002123,PROD-00002,5,401.05,0.05
OI-0013274,ORD-0007098,PROD-00078,5,406.12,0.1
OI-0000932,ORD-0000501,PROD-00189,2,692.75,0.0
OI-0013186,ORD-0007053,PROD-00172,5.37,352.05,0.0
OI-0010829,ORD-0005775,PROD-00018,1,143.19,0.0
OI-0018413,ORD-0009835,PROD-00084,2,398.63,0.0
OI-0021146,ORD-0011305,PROD-00030,2,131.96,0.0
OI-0021076,ORD-0011266,PROD-00013,1,353.4,0.0
OI-0020493,ORD-0010936,PROD-00102,1,726.97,0.0
OI-0017282,ORD-0009224,PROD-00180,1,703.57,0.0
OI-0014486,ORD-0007735,PROD-00120,2,266.07,0.0
OI-0019421,ORD-0010366,PROD-00049,2,270.07,0.0
OI-0003912,ORD-0002093,PROD-969837,2,789.52,0.05
OI-0021579,ORD-0011525,PROD-00181,1,283.67,0.0
OI-0011153,ORD-0005937,PROD-00169,1,381.84,0.05
OI-0020691,ORD-0011055,PROD-00078,4,438.71,0.0
OI-0016779,ORD-0008953,PROD-00166,5,522.38,0.0
OI-0019763,ORD-0010545,PROD-00146,1,536.12,0.0
OI-0020213,ORD-0010791,PROD-00088,1,610.11,0.0
OI-0019800,ORD-0010567,PROD-00298,4,493.95,0.05
OI-0000168,ORD-0000096,PROD-00051,1,414.38,0.0
OI-0007415,ORD-0003964,PROD-00195,1,369.75,0.05
OI-0007425,ORD-0003969,PROD-00077,3,82.5,0.0
OI-0003560,ORD-0001917,PROD-00032,3,$200.72,0.0
OI-0001878,ORD-0001019,PROD-00249,2,475.69,0.0
OI-0013731,ORD-0007341,PROD-00228,1,339.46,0.0
OI-0022216,ORD-0011856,PROD-00281,1,14.24,0.0
OI-0007753,ORD-0004140,PROD-00232,1,112.29,0.0
OI-0003765,ORD-0002023,PROD-00113,3,516.54,0.0
OI-0001726,ORD-0000933,PROD-00283,1,230.84,0.0
OI-0020825,ORD-0011129,PROD-00288,2,485.96,0.0
OI-0018131,ORD-0009672,PROD-00081,2,356.4,0.0
OI-0022057,ORD-0011782,PROD-00290,2,563.47,0.0
OI-0004213,ORD-0002252,PROD-00014,1,117.86,0.15
OI-0009946,ORD-0005292,PROD-00138,1,257.42,0.2
OI-0013015,ORD-0006958,PROD-00100,3,123.71,0.0
OI-0012103,ORD-0006473,PROD-00074,1,558.03,0.15
OI-0020116,ORD-0010733,PROD-00200,3,153.36,0.0
OI-0019093,ORD-0010197,PROD-00196,1.88,304.67,0.2
OI-0006493,ORD-0003470,PROD-00272,1,663.74,0.0
OI-0003071,ORD-0001654,PROD-00015,4,546.45,0.0
OI-0007697,ORD-0004114,PROD-00184,2,448.21,0.1
OI-0007173,ORD-0003828,PROD-00205,4,116.25,0.0
OI-0006139,ORD-0003282,PROD-00081,4,341.18,0.0
OI-0017991,ORD-0009605,PROD-00282,2,691.89,0.0
OI-0003049,ORD-0001641,PROD-00287,1,498.69,0.05
OI-0014296,ORD-0007634,PROD-00250,5,384.07,0.0
OI-0016702,ORD-0008906,PROD-00160,2,624.47,0.1
OI-0014538,ORD-0007758,PROD-00188,2,370.04,0.0
OI-0021595,ORD-0011533,PROD-00161,1,528.78,0.1
OI-0019870,ORD-0010608,PROD-00122,5,574.7,0.0
OI-0017315,ORD-0009240,PROD-00213,1,905.4,0.0
OI-0010581,ORD-0005641,PROD-00217,1,276.89,0.0
OI-0004294,ORD-0002296,PROD-00133,1,56.7,0.0
OI-0021650,ORD-0011561,PROD-00208,1,587.74,0.0
OI-0008116,ORD-0004338,PROD-00027,2,935.22,0.05
OI-0008712,ORD-0004650,PROD-00138,2,262.4,0.0
OI-0006635,ORD-0003548,PROD-00264,1,$258.44,0.1
OI-0013402,ORD-0007167,PROD-00096,5,756.04,0.0
OI-0015384,ORD-0008203,PROD-00026,2,179.41,0.2
OI-0015004,ORD-0008017,PROD-00017,2,659.07,0.0
OI-0001716,ORD-0000925,PROD-00163,2,269.85,0.0
OI-0000053,ORD-0000028,PROD-00272,1,659.19,0.2
OI-0021229,ORD-0011347,PROD-00010,2,186.77,0.1
OI-0008986,ORD-0004793,PROD-00222,1,683.16,0.2
OI-0001742,ORD-0000941,PROD-00002,1.86,412.02,0.0
OI-0017896,ORD-0009552,PROD-00270,1,568.63,0.0
OI-0012453,ORD-0006664,PROD-00032,4,212.79,0.0
OI-0014339,ORD-0007653,PROD-00105,1,197.85abc,0.0
OI-0021253,ORD-0011357,PROD-00174,5,598.39,0.0
OI-0002116,ORD-0001149,PROD-00133,5,61.57,0.1
OI-0006650,ORD-0003557,PROD-00231,1,571.13,0.0
OI-0004759,ORD-0002550,PROD-00156,2,150.78,0.0
OI-0014707,ORD-0007849,PROD-00287,4,503.54,0.0
OI-0008579,ORD-0004580,PROD-00038,1,684.15,0.0
OI-0013659,ORD-0007306,PROD-00030,1,123.25,0.0
OI-0014420,ORD-0007703,PROD-00230,5,435.74,0.0
OI-0008699,ORD-0004644,PROD-00129,2,426.44,0.0
OI-0016136,ORD-0008609,PROD-00286,4,663.59,0.05
OI-0001065,ORD-0000578,PROD-00069,1,18.67,0.0
OI-0010751,ORD-0005732,PROD-00047,3,643.35,0.0
OI-0012294,ORD-0006577,PROD-00270,1,587.91,0.1
OI-0018810,ORD-0010042,PROD-00030,-1.0,132.63,0.0
OI-0017543,ORD-0009360,PROD-00120,5,269.99,0.0
OI-0007668,ORD-0004098,PROD-00003,1,788.11,0.0
OI-0008702,ORD-0004645,PROD-00115,2,577.21,0.2
OI-0011623,ORD-0006203,PROD-00068,3,26.69,0.1
OI-0015097,ORD-0008069,PROD-00101,2,111.95,0.2
OI-0001178,ORD-0000636,PROD-00279,2,--,0.0
OI-0009973,ORD-0005308,PROD-00189,3,637.09,0.0
OI-0014192,ORD-0007585,PROD-00079,2,133.02,0.1
OI-0004920,ORD-0002633,PROD-00036,3,90.71,0.0
OI-0018615,ORD-0009950,PROD-00131,4,240.15,0.0
OI-0003315,ORD-0001786,PROD-00289,3,538.04,0.0
OI-0017974,ORD-0009596,PROD-00300,1,748.91,0.0
OI-0014979,ORD-0008007,PROD-00289,1,545.25,0.0
OI-0009665,ORD-0005144,PROD-00213,2,962.41,0.1
OI-0014427,ORD-0007706,PROD-00173,-5.0,349.46,0.2
OI-0001442,ORD-0000778,PROD-00238,4,740.58,0.0
OI-0007890,ORD-0004222,PROD-00098,4,119.86,0.0
OI-0015459,ORD-0008242,PROD-00204,3.47,85.29,0.05
OI-0012381,ORD-0006624,PROD-00221,1,451.88,0.0
OI-0004582,ORD-0002458,PROD-00066,2,81.42,0.0
OI-0003932,ORD-0002100,PROD-00042,5,517.79,0.0
OI-0012310,ORD-0006584,PROD-00274,1,662.06,0.0
OI-0012775,ORD-0006829,PROD-00284,2,297.49,0.0
OI-0015879,ORD-0008469,PROD-00159,2,546.52,0.0
OI-0007396,ORD-0003952,PROD-00226,2abc,451.53,0.0
OI-0001900,ORD-0001032,PROD-00015,2,527.09,0.0
OI-0000905,ORD-0000487,PROD-00153,3,-15.23,0.0
OI-0021462,ORD-0011467,PROD-00218,5,466.05,0.05
OI-0010269,ORD-0005472,PROD-00002,2,420.99,0.2
OI-0018654,ORD-0009967,PROD-00061,3,102.24,0.1
OI-0005535,ORD-0002962,PROD-00043,1,723.79,0.0
OI-0009819,ORD-0005230,PROD-00234,1,27965.33,0.0
OI-0004572,ORD-0002452,PROD-00256,2,670.33,0.1
OI-0014158,ORD-0007569,PROD-00167,1,623.78,0.0
OI-0008938,ORD-0004766,PROD-00267,1,675.83,0.05
OI-0005531,ORD-0002958,PROD-00009,-2.0,27.52,0.0
OI-0016140,ORD-0008612,PROD-00211,1,883.09,0.15
OI-0010576,ORD-0005640,PROD-905480,5,536.42,0.0
OI-0018560,ORD-0009918,PROD-996555,1,115.68,0.1
OI-0013749,ORD-0007350,PROD-00216,1,39946.14,0.1
OI-0019925,ORD-0010633,PROD-00017,1,655.51,0.0
OI-0003363,ORD-0001813,PROD-00130,5,405.98,0.05
OI-0001820,ORD-0000986,PROD-00031,1,299.03,0.0
OI-0012398,ORD-0006635,PROD-00288,4,471.82,0.0
OI-0008131,ORD-0004346,PROD-00054,1,395.27,0.1
OI-0005190,ORD-0002775,PROD-00082,5,174.35,0.1
OI-0001866,ORD-0001012,PROD-00052,1,472.47,0.1
OI-0018659,ORD-0009969,PROD-00072,2,430.79,0.0
OI-0003278,ORD-0001764,PROD-00185,1,553.98,0.2
OI-0016260,ORD-0008676,PROD-00067,1,472.05,0.05
OI-0007732,ORD-0004128,PROD-00024,2,580.83,0.05
OI-0014064,ORD-0007519,PROD-00036,2,93.32,0.0
OI-0019005,ORD-0010145,PROD-00128,3,525.05,0.0
OI-0013272,ORD-0007097,PROD-00162,1,56.88,0.0
OI-0005524,ORD-0002954,PROD-00167,4,669.41,0.0
OI-0003438,ORD-0001851,PROD-00040,1,25.79,0.1
OI-0017765,ORD-0009479,PROD-00176,2,645.1,0.0
OI-0018209,ORD-0009719,PROD-00065,5,91.97,0.0
OI-0009800,ORD-0005220,PROD-00182,5,216.64,0.0
OI-0020722,ORD-0011070,PROD-00108,2,101.1,0.0
OI-0005086,ORD-0002717,PROD-952240,2,372.66,0.0
OI-0014329,ORD-0007648,PROD-00268,1,594.0,0.0
OI-0001699,ORD-0000916,PROD-00186,1,209.22,0.15
OI-0011987,ORD-0006410,PROD-00110,2,294.74,0.1
OI-0015267,ORD-0008146,PROD-00300,1,726.21,0.0
OI-0005167,ORD-0002765,PROD-00190,3,637.81,0.2
OI-0018838,ORD-0010056,PROD-00092,5,263.1,0.0
OI-0001890,ORD-0001026,PROD-00221,3abc,464.51,0.0
OI-0015316,ORD-0008170,PROD-00018,2,141.3,0.1
OI-0003134,ORD-0001687,PROD-00181,1,289.53,0.15
OI-0016967,ORD-0009053,PROD-00174,1,576.19,0.15
OI-0018893,ORD-0010088,PROD-00168,3,590.36,0.0
OI-0002617,ORD-0001411,PROD-00221,3,478.84,0.0
OI-0005449,ORD-0002913,PROD-00113,2,498.19,0.0
OI-0010510,ORD-0005602,PROD-00269,$3,486.68,0.0
OI-0015682,ORD-0008361,PROD-00071,1,188.48,0.05
OI-0017582,ORD-0009379,PROD-00292,1,370.86,0.1
OI-0013021,ORD-0006961,PROD-00278,5,150.09,0.2
OI-0014903,ORD-0007968,PROD-00196,3,304.87,0.0
OI-0012791,ORD-0006838,PROD-00126,2,265.35,0.15
OI-0015065,ORD-0008051,PROD-00007,2,511.26,0.0
OI-0018368,ORD-0009811,PROD-00113,1,522.19,0.0
OI-0009332,ORD-0004973,PROD-00280,null,455.87,0.0
OI-0020459,ORD-0010913,PROD-00148,2,319.52,0.0
OI-0008401,ORD-0004482,PROD-00296,-2.0,369.37,0.0
OI-0002597,ORD-0001404,PROD-00003,4,773.11,0.1
OI-0018161,ORD-0009690,PROD-00245,1,183.09,0.0
OI-0003828,ORD-0002053,PROD-00109,5,725.72,0.1
OI-0014398,ORD-0007691,PROD-00144,$1,457.01,0.15
OI-0015237,ORD-0008131,PROD-00143,3,749.31,0.0
OI-0000375,ORD-0000202,PROD-00140,2,148.41,0.0
OI-0020727,ORD-0011072,PROD-00038,3,698.04,0.0
OI-0015638,ORD-0008334,PROD-00090,1,702.43,0.0
OI-0021952,ORD-0011723,PROD-00183,1abc,529.08,0.15
OI-0017911,ORD-0009560,PROD-00253,4,296.07,0.0
OI-0003204,ORD-0001725,PROD-00027,2,37309.31,0.0
OI-0020423,ORD-0010897,PROD-00178,1,N/A,0.0
OI-0003422,ORD-0001844,PROD-00032,4,206.41,0.0
OI-0014597,ORD-0007788,PROD-00051,1,407.91,0.0
OI-0000201,ORD-0000110,PROD-00175,2,108.4,0.0
OI-0014096,ORD-0007534,PROD-00130,3,402.63,0.0
OI-0010217,ORD-0005441,PROD-00108,1.04,105.95,0.0
OI-0000642,ORD-0000350,PROD-00171,3,726.52,0.05
OI-0012332,ORD-0006594,PROD-00194,2,778.23,0.0
OI-0012270,ORD-0006563,PROD-00224,1,127.83,0.0
OI-0012580,ORD-0006725,PROD-00033,3,80.46,0.1
OI-0005239,ORD-0002800,PROD-00220,1,286.54,0.0
OI-0007055,ORD-0003765,PROD-00059,4,152.1,0.0
OI-0021274,ORD-0011368,PROD-00122,2,547.08,0.0
OI-0006428,ORD-0003432,PROD-00216,3,510.89,0.05
OI-0001522,ORD-0000820,PROD-00120,1,272.17,0.0
OI-0004007,ORD-0002138,PROD-00223,1,535.02,0.05
OI-0021661,ORD-0011565,PROD-00093,1,678.5,0.0
OI-0002483,ORD-0001342,PROD-00074,3,591.86,0.0
OI-0011327,ORD-0006041,PROD-00197,1.06,378.95,0.0
OI-0009463,ORD-0005042,PROD-00230,5,414.04,0.0
OI-0004983,ORD-0002668,PROD-00050,1,117.22,0.0
OI-0010469,ORD-0005577,PROD-00213,4,938.76,0.0
OI-0008167,ORD-0004363,PROD-00031,3,315.21,0.1
OI-0017727,ORD-0923058,PROD-00256,4,662.88,0.0
OI-0007506,ORD-0972198,PROD-00058,1,398.71,0.1
OI-0006529,ORD-0003492,PROD-00214,3.27,253.59,0.05
OI-0003083,ORD-0001660,PROD-00276,2,209.0,0.0
OI-0006528,ORD-0003491,PROD-00081,5,366.25,0.2
OI-0013439,ORD-0007185,PROD-00087,1,623.43,0.1
OI-0011699,ORD-0006243,PROD-00157,2,742.13,0.0
OI-0021250,ORD-0948756,PROD-00233,2,50746.93,0.1
OI-0022401,ORD-0011960,PROD-00125,1,336.13,0.0
OI-0021363,ORD-0011410,PROD-00020,1,198.63,0.0
OI-0015154,ORD-0008093,PROD-00144,4,429.98,0.0
OI-0014858,ORD-0007939,PROD-00115,5,569.02,0.0
OI-0007236,ORD-0003864,PROD-00276,1,214.35,0.0
OI-0000897,ORD-0000485,PROD-00295,5,980.82,0.0
OI-0012645,ORD-0006761,PROD-00173,4,$343.27,0.2
OI-0001815,ORD-0000983,PROD-00279,1,470.67,0.0
OI-0020868,ORD-0011153,PROD-00119,1,338.11,0.0
OI-0010662,ORD-0005687,PROD-00180,-5.0,664.47,0.05
OI-0002406,ORD-0902927,PROD-00263,3,289.78,0.0
OI-0020987,ORD-0011219,PROD-00118,3,613.15,0.0
OI-0003305,ORD-0001779,PROD-00070,4,579.59,0.05
OI-0003002,ORD-0001614,PROD-904730,2,689.63,0.1
OI-0014126,ORD-0007548,PROD-00284,4,298.95,0.0
OI-0007061,ORD-0003770,PROD-00010,2,173.96,0.15
OI-0009650,ORD-0005135,PROD-00179,3,533.48,0.15
OI-0014957,ORD-0007996,PROD-00275,2,205.93,0.0
OI-0018630,ORD-0009955,PROD-00189,2,685.53,0.1
OI-0005132,ORD-0002744,PROD-00145,2,63097.62,0.1
OI-0004111,ORD-0002194,PROD-00124,5,159.72,0.0
OI-0019818,ORD-0010575,PROD-00216,1,515.5,0.05
OI-0002160,ORD-0001170,PROD-00040,1,27.34,0.0
OI-0017743,ORD-0009467,PROD-00288,2,462.57,0.15
OI-0015037,ORD-0008035,PROD-00150,2,151.84,0.15
OI-0000328,ORD-0000176,PROD-00037,1,609.13,0.0
OI-0007466,ORD-0003990,PROD-00215,1,204.94,0.1
OI-0008205,ORD-0004382,PROD-00148,1,322.25,0.2
OI-0007905,ORD-0004232,PROD-00245,3,187.45,0.1
OI-0011468,ORD-0006119,PROD-00019,0.88,163.61,0.0
OI-0002659,ORD-0001432,PROD-00061,2,100.99,0.0
OI-0003342,ORD-0001803,PROD-00192,5,577.66,0.2
OI-0016348,ORD-0008727,PROD-00098,2,116.15,0.1
OI-0006679,ORD-0003569,PROD-00039,4,212.09,0.0
OI-0004033,ORD-0002154,PROD-00141,2,210.93,0.0
OI-0017480,ORD-0009322,PROD-00076,1,374.88,0.05
OI-0017672,ORD-0009431,PROD-00017,1,688.25,0.05
OI-0008366,ORD-0004464,PROD-00218,1,486.55,0.0
OI-0009744,ORD-0005192,PROD-00237,4,701.15,0.0
OI-0000892,ORD-0000483,PROD-00167,1,619.98,0.0
OI-0007852,ORD-0004200,PROD-00268,1,569.47,0.0
OI-0001028,ORD-0000557,PROD-00003,2,749.35,0.0
OI-0004375,ORD-0002340,PROD-00035,3,119.08,0.0
OI-0003318,ORD-0001788,PROD-00130,1,394.05,0.0
OI-0004076,ORD-0002178,PROD-00059,1,159.28,0.05
